TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.apache.commons.cli.HelpFormatter,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,154,0.3,2,101,1557,248789,1763157395649,0.8461538461538461,11111111111111111111110111111000000000000111111111111111111011111111000011111000011011110111111111111111111111111111111110110111110111111111111111111111111111111111111111111110011111111111111000110111111110010011110110111111111111111111111111111111111111111110,0.7182320441988951,0111111111111111111111111111111111111111111111101010110001010010000000000111111111111100001101111100000111001101111111101111010001000111111011011101111111111111111100000101110111111,1.0,1111111111111111111111111111111111111111111,8,1,34,4,0.8421052631578947,1111111111111110110001111111100000000011111111111111111111111111111111111111111111111101111111111111111111111111111110111100111111111111111111111111111111110100001111111111111111110000000000000000000111111111111111000000000000000000011111111111111111111111111111111111111111111111101111111101011111111010111111111111111111111111100100011111111111111111111111111111111111111111111111011111111111111101111111111111111111111111111111111111111111111110000001000001111111111111111111111111111111111111111111111111110111111111111111111111,0.6545454545454545,1111101101111100101100110100100101101101011001110111111,0.98,11111111111111111111111111111111111111111111111110,0.98,11111111111111111111111111111111111111111111111110,0.7071823204419889,1111111111111111110111111111111111111111111111101101000011001100000000000111111111111100001011111100000011101011111111111010101000001111111110011011111101111011111010000101110111111
