TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.apache.commons.cli.PosixParser,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,82,0.3,2,14,57,86792,1763158277164,0.7352941176470589,11111111111110000011111111111111100000011110000001111111111111111011,0.6379310344827587,1111110111000011111111111101010000111110011000111000110110,1.0,11,0,0,2,1,0.6435643564356436,11111111111111111111111100000000000000000000000001111101110111101111111101111001011111000111101111111,0.6666666666666666,110,1.0,111,1.0,111,0.6379310344827587,1111111011000011111111111111000000110111011000011010110110
