TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.apache.commons.cli.help.AbstractHelpFormatter,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,56,0.3,2,47,219,64349,1763158429696,0.9891304347826086,11111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111,0.9464285714285714,11111111111111111111111111111111111111111111100111101111,1.0,11111111111111,2,1,12,4,0.9363636363636364,11101111111111111111111111111111111111111111111111111111111111111111111111111111111110111110100111111111110011,0.6136363636363636,10101011011010110110110110110010110110110110,0.8275862068965517,11111111111111111111000001111,0.8275862068965517,11111111111111111111000001111,0.9464285714285714,11111111111111111111111111111111111111111111100111011111
